Plaintext Length,Encryption Time,Decryption Time
103,0.032002925872802734,0.045022010803222656
104,0.051000118255615234,0.042999982833862305
105,0.031000137329101562,0.04198765754699707
106,0.028835535049438477,0.040999412536621094
107,0.04900074005126953,0.040976524353027344
108,0.03401064872741699,0.04601240158081055
109,0.03197598457336426,0.04100155830383301
110,0.033023834228515625,0.06100034713745117
111,0.03198838233947754,0.04001140594482422
112,0.031000375747680664,0.04199957847595215
113,0.034000396728515625,0.06299972534179688
114,0.03401780128479004,0.04698753356933594
115,0.03322458267211914,0.045989990234375
116,0.03502225875854492,0.06299972534179688
117,0.031987905502319336,0.04101204872131348
118,0.029934406280517578,0.037987470626831055
119,0.03398895263671875,0.04700136184692383
120,0.034003257751464844,0.06200861930847168
121,0.03298783302307129,0.044000864028930664
122,0.031017065048217773,0.043982505798339844
123,0.032987117767333984,0.042998313903808594
124,0.05001091957092285,0.0410001277923584
125,0.03398776054382324,0.0470123291015625
126,0.03398847579956055,0.045011281967163086
127,0.06851983070373535,0.044771671295166016
128,0.035012245178222656,0.046999454498291016
129,0.033987998962402344,0.043012142181396484
130,0.035013675689697266,0.06299853324890137
131,0.03301429748535156,0.04199981689453125
132,0.03497481346130371,0.04901313781738281
133,0.035012006759643555,0.06497526168823242
134,0.03802633285522461,0.04500007629394531
135,0.03400015830993652,0.044986724853515625
136,0.03500008583068848,0.04800224304199219
137,0.05401301383972168,0.04598641395568848
138,0.03700661659240723,0.04900002479553223
139,0.03559732437133789,0.04798603057861328
140,0.05700278282165527,0.05201268196105957
141,0.03397941589355469,0.0460205078125
142,0.03597521781921387,0.04902482032775879
143,0.0349879264831543,0.06401205062866211
144,0.0369875431060791,0.04901266098022461
145,0.037987470626831055,0.048000335693359375
146,0.033998727798461914,0.06299996376037598
147,0.0349879264831543,0.043012380599975586
148,0.03798961639404297,0.04801034927368164
149,0.03498959541320801,0.04301023483276367
150,0.03816676139831543,0.0700232982635498
151,0.03602266311645508,0.04600024223327637
152,0.037809133529663086,0.05300021171569824
153,0.03900027275085449,0.04799962043762207
154,0.05499911308288574,0.04800009727478027
155,0.037987470626831055,0.04801225662231445
156,0.03898763656616211,0.04901242256164551
157,0.03897833824157715,0.06502127647399902
158,0.04097771644592285,0.05399942398071289
159,0.03799796104431152,0.04802513122558594
160,0.03799891471862793,0.06520891189575195
161,0.040010690689086914,0.05201220512390137
162,0.03700375556945801,0.04699969291687012
163,0.036011695861816406,0.045000314712524414
164,0.039987802505493164,0.06801223754882812
165,0.03901052474975586,0.048980712890625
166,0.0380244255065918,0.045987606048583984
167,0.03801679611206055,0.04800772666931152
168,0.059990882873535156,0.05400800704956055
169,0.040999650955200195,0.051000118255615234
170,0.03999900817871094,0.05200004577636719
171,0.059023380279541016,0.051824092864990234
172,0.04098773002624512,0.05299115180969238
173,0.03999900817871094,0.052022457122802734
174,0.042975664138793945,0.0750117301940918
175,0.0410001277923584,0.052011966705322266
176,0.042000770568847656,0.05300450325012207
177,0.03902459144592285,0.0649878978729248
178,0.04200387001037598,0.05299997329711914
179,0.039999961853027344,0.049012184143066406
180,0.04201769828796387,0.0710000991821289
181,0.039988040924072266,0.04872703552246094
182,0.04015088081359863,0.052011966705322266
183,0.04198765754699707,0.05301237106323242
184,0.04098796844482422,0.0689995288848877
185,0.04202008247375488,0.053992271423339844
186,0.04200005531311035,0.051000118255615234
187,0.040007591247558594,0.06801104545593262
188,0.04097557067871094,0.05298781394958496
189,0.04299759864807129,0.057000160217285156
190,0.04001212120056152,0.04797649383544922
191,0.06098508834838867,0.048000335693359375
192,0.041130781173706055,0.051009416580200195
193,0.04297232627868652,0.053005218505859375
194,0.04200434684753418,0.07100129127502441
195,0.04100203514099121,0.05101180076599121
196,0.04398488998413086,0.0560002326965332
197,0.043999671936035156,0.05500173568725586
198,0.06699538230895996,0.05800056457519531
199,0.04299736022949219,0.055999755859375
200,0.04500555992126465,0.057021379470825195
201,0.06197643280029297,0.050662994384765625
202,0.04399609565734863,0.056000709533691406
203,0.04199528694152832,0.051000356674194336
204,0.04300045967102051,0.07299947738647461
205,0.045999765396118164,0.06100010871887207
206,0.04600024223327637,0.05800008773803711
207,0.042996883392333984,0.07100200653076172
208,0.04697060585021973,0.0560002326965332
209,0.04599809646606445,0.05299997329711914
210,0.04499983787536621,0.07500052452087402
211,0.044149160385131836,0.053999900817871094
212,0.05399751663208008,0.05802464485168457
213,0.044971466064453125,0.05500078201293945
214,0.06499910354614258,0.061000823974609375
215,0.04700016975402832,0.05699896812438965
216,0.045000314712524414,0.05299997329711914
217,0.04400491714477539,0.06999516487121582
218,0.04400014877319336,0.0550234317779541
219,0.043999671936035156,0.05499863624572754
